title,date_released,original_price,discount_price,review
War Of Gold,22-Aug-21,15.5,1.55,Mostly Positive<br>76% of the 13 user reviews for this game are positive.
Dark Fantasy Warriors,23-Dec-20,5.5,1.54,Mixed<br>64% of the 34 user reviews for this game are positive.
The LastOnesLeft,25-May-21,23.5,15.27,Mostly Positive<br>78% of the 19 user reviews for this game are positive.
Ghost Stories Bundle,,123,45.84,Mixed<br>69% of the 110 user reviews for games in this bundle are positive.
State of Anarchy: Master of Mayhem,31-Mar-17,3.99,1.51,Very Positive<br>86% of the 322 user reviews for this game are positive.
Thunderflash,23-Mar-20,12.5,8.75,Mostly Positive<br>77% of the 18 user reviews for this game are positive.
Nephise,14-Mar-17,3,1.5,Mixed<br>69% of the 295 user reviews for this game are positive.
Independent Space Alliance,,435.69,169.16,"Mixed<br>67% of the 3,650 user reviews for games in this bundle are positive."
Endless Soul Light Solitaire,12-Oct-21,15.5,10.85, 
VERGE:Lost chapter,1-Oct-15,3,1.5,Mostly Negative<br>22% of the 127 user reviews for this game are positive.
CHR$(143),4-Aug-21,10.5,7.87, 
Dead Bits,7-Jun-14,3,1.5,"Mixed<br>60% of the 3,497 user reviews for this game are positive."
Dealer's Life 1 & 2 Collection,,49,40.79,"Very Positive<br>86% of the 2,176 user reviews for games in this bundle are positive."
Fuhrer in LA - Special Edition,26-Aug-20,5.5,2.75,Positive<br>97% of the 37 user reviews for this game are positive.
Pattern,7-Apr-20,32,10.56,Positive<br>84% of the 19 user reviews for this game are positive.
Human Origin,10-Jun-20,3,1.5,Positive<br>88% of the 18 user reviews for this game are positive.
Farmer and Treasure Hunter,,66,32.78,Mixed<br>69% of the 987 user reviews for games in this bundle are positive.
Chionophile,23-Oct-20,3,1.8,Very Positive<br>91% of the 85 user reviews for this game are positive.
Personality Dating Sim,18-Jun-20,5.5,4.12,Mostly Positive<br>71% of the 21 user reviews for this game are positive.
"Sorry, James",10-Nov-17,7,3.5,Mostly Positive<br>79% of the 597 user reviews for this game are positive.
Hidden Object Premium Bundle 8-in-1,,71,52.06,Mostly Positive<br>78% of the 491 user reviews for games in this bundle are positive.
Strange Night ll,4-Feb-18,23.5,2.35,Mixed<br>48% of the 39 user reviews for this game are positive.
Absolute Territory,31-Aug-20,32,19.2,Positive<br>90% of the 11 user reviews for this game are positive.
Chaotic Cooking Bundle,,137,105.75,"Very Positive<br>88% of the 34,512 user reviews for games in this bundle are positive."
The Lost Souls,11-Apr-16,3,1.5,Mostly Negative<br>33% of the 77 user reviews for this game are positive.
Alchemania,2-Oct-20,5.5,1.54, 
Making History: The Bloody Century,,95,73.62,Mostly Positive<br>77% of the 245 user reviews for games in this bundle are positive.
Mens Sana Games Bundle,,92,46.87,Overwhelmingly Positive<br>96% of the 897 user reviews for games in this bundle are positive.
Super Retro Fighter,11-Apr-21,28,19.6,Positive<br>88% of the 34 user reviews for this game are positive.
Cave Explorers,8-Oct-21,23.5,19.97, 
Herbis,25-Mar-21,3,1.8, 
My Dream Sport Dating Simulator,18-Feb-21,23.5,11.75, 
Ironcast Complete Collection,,51,28,Mostly Positive<br>75% of the 708 user reviews for games in this bundle are positive.
Desktop NEKO Girl,21-Jan-21,15.5,10.85,Positive<br>80% of the 31 user reviews for this game are positive.
VR Shooters bundle,,49.5,18.9,Mostly Positive<br>78% of the 46 user reviews for games in this bundle are positive.
Bomb Bowling,22-Aug-19,12.5,1.5, 
Wordle 2,31-Aug-20,5.5,1.54,Very Positive<br>92% of the 80 user reviews for this game are positive.
Wooden House,5-Sep-16,3,1.5,Mostly Negative<br>32% of the 100 user reviews for this game are positive.
Crossy Bridge,28-Apr-21,3,1.65, 
Conundrum,8-Oct-21,10.5,9.45, 
1001 Jigsaw Legends of Mystery 2,6-Jul-21,12.5,1.5, 
Vortex Rolling,14-Jun-21,3,1.65, 
Cross Board SOCCER,14-Jul-21,3,1.65, 
Ancient Frontier,21-Sep-17,47,9.4,Mixed<br>64% of the 95 user reviews for this game are positive.
Asian Riddles 4,2-Feb-21,12.5,1.5, 
"Shan Gui:	Sweet Osmanthus Series",,29.5,13.84,Very Positive<br>97% of the 334 user reviews for games in this bundle are positive.
SUPER BENBO QUEST: TURBO DELUXE,8-Mar-18,8.5,7.65,Very Positive<br>95% of the 168 user reviews for this game are positive.
Lost in Dungeon / 地牢迷失者,11-Feb-21,12.5,7.5,Mostly Positive<br>79% of the 58 user reviews for this game are positive.
Gales Bundle,,172.99,54.25,Mostly Positive<br>76% of the 30 user reviews for games in this bundle are positive.
Orenji-iro no Kumo,16-Aug-21,5.5,2.2, 
Double Jump,21-Dec-20,5.5,1.7, 
Rinlo,7-Oct-20,32,27.2,Positive<br>84% of the 19 user reviews for this game are positive.
Instant Farmer - Logic Puzzle,5-Feb-21,5.5,3.85,Very Positive<br>97% of the 87 user reviews for this game are positive.
Synth Ninja,11-Oct-21,5.5,3.3, 
Day Repeat Day,13-Apr-21,19.5,15.6,Positive<br>85% of the 14 user reviews for this game are positive.
Valkeala Software 4$ + bundle,,59,13.05,Mixed<br>55% of the 152 user reviews for games in this bundle are positive.
DNA ARMY GAMING COMPLETE SET,,226.5,175.94,"Mostly Positive<br>78% of the 1,310 user reviews for games in this bundle are positive."
Ceilless,12-Oct-21,8.5,7.22, 
X-Blades,30-Apr-09,23,9.2,Mixed<br>59% of the 953 user reviews for this game are positive.
Minimalist Farmer Bundle,,16.5,11.88,Very Positive<br>96% of the 221 user reviews for games in this bundle are positive.
Run Dummy Run,11-Aug-20,3,1.5,Positive<br>100% of the 10 user reviews for this game are positive.
Milky Way Prince – Game + Soundtrack Bundle,,44.5,26.84,Very Positive<br>89% of the 85 user reviews for games in this bundle are positive.
Limited Edition Deluxe Indie Bundle,,64.39,27.82,"Mixed<br>67% of the 2,053 user reviews for games in this bundle are positive."
CPU Invaders,17-Feb-17,3,1.5,Very Positive<br>87% of the 369 user reviews for this game are positive.
"FMV Triple Good Bundle - Night Book, Five Dates & The Complex",,90,74.25,"Very Positive<br>81% of the 2,657 user reviews for games in this bundle are positive."
Neon Drive Game + Soundtrack,,42,11.92,"Very Positive<br>88% of the 1,440 user reviews for games in this bundle are positive."
SPACECOM,17-Sep-14,23,4.6,Mixed<br>65% of the 126 user reviews for this game are positive.
Chocolate makes you happy 7,13-Jul-18,3,1.5,Positive<br>95% of the 21 user reviews for this game are positive.
Crash & Repair Bundle,,70,37.86,"Very Positive<br>89% of the 37,458 user reviews for games in this bundle are positive."
Let's Learn Korean! Complete Collection,,45.5,32.2,Positive<br>93% of the 48 user reviews for games in this bundle are positive.
The Lost Shrine - Escape Room,18-Nov-20,23.5,14.1, 
Buddy and Lucky Solitaire,23-Jun-21,8.5,5.1,Positive<br>100% of the 28 user reviews for this game are positive.
The Deed II,29-May-20,10.5,5.25,Positive<br>88% of the 44 user reviews for this game are positive.
Love Decision,30-Mar-21,25.5,22.95, 
DRUM'N'BASS MASSACRE,1-Jun-21,3,1.5, 
Lonely in the Winter,15-Feb-18,8.5,2.55,Positive<br>88% of the 34 user reviews for this game are positive.
CheeseCube,16-Jul-21,12.5,5, 
Morning Never Comes,6-Apr-18,2.99,1.52,Positive<br>86% of the 29 user reviews for this game are positive.
Spiderweb Software Super-Gigantic Bundle,,315.5,187.78,"Very Positive<br>89% of the 2,491 user reviews for games in this bundle are positive."
Animals Memory: Monkeys,10-Aug-21,8.5,1.53, 
Snowhaven Studios Bundle,,33.5,12.59,Positive<br>94% of the 17 user reviews for games in this bundle are positive.
Particula,2-Feb-15,3,1.5,Mixed<br>67% of the 528 user reviews for this game are positive.
HOPE VR: Emotional Intelligence Assistant,7-Oct-21,23.5,21.15, 
Heroine Legend Bundle,,74.5,64.35,"Very Positive<br>83% of the 2,321 user reviews for games in this bundle are positive."
Smart Moves,25-Feb-20,12.5,2.5, 
Nephise Collection,,18.5,13.16,Mostly Positive<br>72% of the 589 user reviews for games in this bundle are positive.
Cosmo 02,25-Aug-21,51,5.1, 
The Dark Inside Me,6-Jun-18,19.5,9.75,Mixed<br>65% of the 121 user reviews for this game are positive.
Pirates of the Sea,19-Aug-21,36,21.6, 
Just Arms,19-Apr-20,5.5,2.75,Positive<br>83% of the 24 user reviews for this game are positive.
Highway Game,11-Nov-19,3,1.5, 
JQ: chemistry,9-Apr-18,2.96,1.5,Very Positive<br>84% of the 77 user reviews for this game are positive.
Setup Developer Tool 2021,31-May-21,39,19.5, 
祛魅·格心（祛魅3） - Disenchantment Heart,2-Aug-21,28,22.4, 
RCRacer VR,8-Oct-21,19.5,16.57, 
Ragnarok Chess,4-May-21,5.5,3.3,Mostly Positive<br>76% of the 17 user reviews for this game are positive.
ZEN GAMES - FOR GIFT,,41,24.06,Very Positive<br>92% of the 169 user reviews for games in this bundle are positive.
The Rebellion,1-Apr-21,39,15.6, 
Ant War: Domination,2-Oct-15,12.5,5,Mixed<br>60% of the 163 user reviews for this game are positive.
Last Genesis,8-Oct-21,12.5,10, 
Nineteen,7-Oct-21,5.5,4.95,Positive<br>90% of the 11 user reviews for this game are positive.
Bubble POP IT ASMR,13-Oct-21,3,2.25, 
Kirakira stars idol project Nagisa,18-Jun-20,30,21,Positive<br>85% of the 14 user reviews for this game are positive.
The Majesti,7-Oct-21,23.5,21.15, 
Overcast - Walden and the Werewolf,18-Apr-14,3,1.5,"Mixed<br>60% of the 1,159 user reviews for this game are positive."
SPACE / MECH / PILOT V1.0 - THE UNIVERSE DRIVE + OST,,25,19.15,Very Positive<br>85% of the 290 user reviews for games in this bundle are positive.
School of Horror,21-Jun-18,5.5,1.54,Mostly Negative<br>20% of the 24 user reviews for this game are positive.
Kings and Pigs,18-Jun-21,23.5,2.35,Mixed<br>61% of the 18 user reviews for this game are positive.
"LONELY, LUSTFUL, ARROGANT, HATEFUL",13-Oct-21,5.5,4.95, 
Sky of Destruction,25-Apr-19,30,15,Mixed<br>60% of the 25 user reviews for this game are positive.
Remothered Broken Porcelain + Soundtrack Bundle,,72.5,32.62,Mixed<br>57% of the 366 user reviews for games in this bundle are positive.
Strange Night,26-Jul-16,10,1.5,Mixed<br>57% of the 152 user reviews for this game are positive.
FREEDOM: Hunt Kill Fly,1-Jun-21,3,1.5, 
Halloween Trouble 3: Collector's Edition,7-Oct-21,21.5,18.27, 
Mad Bullets,10-Jun-16,8.5,4.25,Very Positive<br>92% of the 204 user reviews for this game are positive.
Let's Learn Japanese! Vocabulary,24-Dec-19,15.5,6.2,Positive<br>82% of the 17 user reviews for this game are positive.
荧火微光,29-Jul-21,17.5,10.5,Positive<br>84% of the 44 user reviews for this game are positive.
The Last Act,16-Mar-21,12.5,7.5, 
Street Racing: United,8-Oct-21,32,19.2, 
Warbanners: Death Speaker,29-Mar-18,12.5,4.25,Mostly Positive<br>76% of the 13 user reviews for this game are positive.
Games on sale,,6,2.4,Mostly Positive<br>79% of the 179 user reviews for games in this bundle are positive.
Mira’s Workshop,12-Oct-21,12.5,9.37, 
The Ultimate Game,8-Oct-21,19.5,16.96, 
In My Defense,1-Aug-21,12.5,9.37, 
MATCH3 ANIME BUNDLE,,39,23.54,"Mostly Positive<br>75% of the 2,212 user reviews for games in this bundle are positive."
Crime Stories 2: In the Shadows,6-Feb-21,15.5,9.3, 
"FMV Bundle 3 - The Complex, Five Dates & I Saw Black Clouds",,90,74.25,"Very Positive<br>80% of the 2,756 user reviews for games in this bundle are positive."
Spooky Squid Games Bundle,,55,18.13,"Very Positive<br>86% of the 2,111 user reviews for games in this bundle are positive."
Legacy - Witch Island,21-Sep-20,12.5,9.37, 
Slime-san Deluxe Edition,,36,12.24,Positive<br>92% of the 42 user reviews for games in this bundle are positive.
Chupa Chupa VR - Dress-up pack,31-Jul-20,3,2.4, 
Wordle Franchise Bundle,,34,11.06,Very Positive<br>86% of the 501 user reviews for games in this bundle are positive.
Sheptun,13-Feb-20,3,1.65,Positive<br>85% of the 14 user reviews for this game are positive.
Centralia: Homecoming,26-Oct-19,30,10.5,Mixed<br>66% of the 42 user reviews for this game are positive.
Barro Collection,,12,8.92,"Very Positive<br>83% of the 2,850 user reviews for games in this bundle are positive."
Vagrant Hearts,27-Feb-15,25,2.5,Mixed<br>48% of the 50 user reviews for this game are positive.
Everybody Wham Wham,29-Jan-21,19.5,14.62,Positive<br>96% of the 26 user reviews for this game are positive.
Chocolate makes you happy 4,14-Mar-18,3,1.5,Mostly Positive<br>76% of the 30 user reviews for this game are positive.
SUDOKU TIME,22-Sep-20,5.5,1.54, 
Space Hero Line,24-Aug-17,3,1.5,Mixed<br>56% of the 39 user reviews for this game are positive.
Mr. Parkour 2,13-Nov-20,10.5,1.57, 
Chocolate makes you happy 5,24-Apr-18,3,1.5,Positive<br>87% of the 24 user reviews for this game are positive.
Chocolate makes you happy 3,6-Feb-18,3,1.5,Mostly Positive<br>78% of the 37 user reviews for this game are positive.
Puzzle Games,,70.5,13.2,Mixed<br>68% of the 54 user reviews for games in this bundle are positive.
Trivia Vault: Movie Trivia,27-Apr-18,39.99,3.99,Positive<br>80% of the 21 user reviews for this game are positive.
Confessions,18-Aug-21,8.5,7.22,Mixed<br>69% of the 13 user reviews for this game are positive.
Arc Savior,31-Jan-19,32,9.6,Mostly Positive<br>78% of the 19 user reviews for this game are positive.
Wildlife Match,15-Jul-21,17.5,14.87, 
WhiteLily 2：梦醒少女,6-Nov-20,12.5,10.62,Very Positive<br>99% of the 128 user reviews for this game are positive.
Academy of Magic: Dark Possession,12-Aug-21,15.5,13.17, 
Chocolate makes you happy 6,30-May-18,3,1.5,Positive<br>86% of the 22 user reviews for this game are positive.
Physics car FOREVER,18-Feb-21,5.5,1.54, 
Crazy Invader ShootEm Down,10-Oct-21,8.5,7.65, 
Cowboy's Adventure,29-Jun-17,3,1.5,Mixed<br>52% of the 23 user reviews for this game are positive.
Pixel Puzzles Complete Jigsaw Collection,,143,66.5,Mostly Positive<br>79% of the 940 user reviews for games in this bundle are positive.
Sokoban Style Games,,28,16.15,Very Positive<br>97% of the 148 user reviews for games in this bundle are positive.
Modern Match 3 Bundle,,80,46.06,Positive<br>100% of the 13 user reviews for games in this bundle are positive.
Prank!,20-Aug-21,3,1.5,Mostly Positive<br>70% of the 20 user reviews for this game are positive.
Kursor,19-Aug-21,3,1.8,Positive<br>100% of the 27 user reviews for this game are positive.
Tormenta do Tempo,12-Oct-21,5.5,3.68, 
Thrice in a row: A new adventure,28-Jun-21,39,3.9, 
Cions of Vega,9-Apr-21,9.5,6.17,Positive<br>85% of the 34 user reviews for this game are positive.
The Lost Art of Innkeeping,29-Jul-20,12.5,11.25,Positive<br>100% of the 47 user reviews for this game are positive.
Mini Words Bundle,,20,12.84,Very Positive<br>93% of the 213 user reviews for games in this bundle are positive.
Another Dungeon,13-Aug-21,3,1.8,Mixed<br>41% of the 12 user reviews for this game are positive.
Soulblight,15-Mar-18,31,3.1,Mixed<br>56% of the 39 user reviews for this game are positive.
Dark Side of War,4-Dec-20,3,1.5,Mostly Positive<br>76% of the 39 user reviews for this game are positive.
Sword Daughter,13-Feb-15,12.5,3.12,Mixed<br>49% of the 105 user reviews for this game are positive.
White Dog bundle,,133,9.52,Mostly Negative<br>38% of the 105 user reviews for games in this bundle are positive.
Smart Moves 2,6-Apr-21,12.5,7.5, 
Cake Shop Simulator,7-Dec-20,3.9,1.52, 
OPEC IDLE,6-Oct-20,5.5,1.54,Mixed<br>50% of the 14 user reviews for this game are positive.
The Adventurer - Episode 1: Beginning of the End,29-Jul-17,10.5,1.57,Mixed<br>69% of the 99 user reviews for this game are positive.
Matching Cats,11-Oct-21,5.5,4.4, 
GoldfishFlap,12-Oct-21,5.5,4.95, 
Devil Tears,12-Oct-21,8.5,5.1, 
Biba`s Adventures — Hardcore Platformer,30-Jan-20,8.5,4.25,Positive<br>95% of the 22 user reviews for this game are positive.
Inland,20-Nov-20,3,1.5,Positive<br>100% of the 11 user reviews for this game are positive.
Butterfly 3. Funny Twins.,11-Aug-20,12.5,1.5, 
Games by Tonguc Bodur,,169,117.64,"Mixed<br>69% of the 2,535 user reviews for games in this bundle are positive."
Anime Holidays,21-Jan-21,3,1.5,Positive<br>100% of the 11 user reviews for this game are positive.
aMAZE Classic: Inverted,18-Jun-18,3,1.5,Mostly Positive<br>76% of the 30 user reviews for this game are positive.
Knight's Retreat,6-Aug-20,8.5,5.1,Very Positive<br>96% of the 62 user reviews for this game are positive.
Googass,25-Aug-21,8.5,5.1, 
Ultra Hard Game Bundle,,25.5,11.65,Very Positive<br>97% of the 147 user reviews for games in this bundle are positive.
SpeedingRoad,24-Mar-21,3,1.8, 
Desktop Agents - Cov1d-999,16-Apr-20,3,1.5,Positive<br>100% of the 24 user reviews for this game are positive.
Defend Your Castle,18-Oct-17,12.5,3.75,Mixed<br>62% of the 27 user reviews for this game are positive.
Ohio John: Get Out!,20-Aug-21,10.5,8.92, 
EBONY,19-Nov-19,21.5,7.52,Mostly Negative<br>36% of the 11 user reviews for this game are positive.
Takorita Meets Fries,30-Sep-20,12.5,8.75,Positive<br>91% of the 12 user reviews for this game are positive.
WhiteLily 2：梦醒少女 Bundle,,19.4,14.83,Very Positive<br>99% of the 133 user reviews for games in this bundle are positive.
Leaf Tree,7-Oct-21,3,2.1, 
Bai Qu: Hundreds of Melodies Deluxe,,35,14,Overwhelmingly Positive<br>95% of the 531 user reviews for games in this bundle are positive.
Data mining X,31-Jul-20,5.5,1.54, 
The Outpost Nine: Episode 1,27-Jul-18,12.5,1.5,Mostly Positive<br>78% of the 28 user reviews for this game are positive.
VR RETRO SNAKE ON GIRLS,19-Apr-21,5.5,2.75,Positive<br>100% of the 10 user reviews for this game are positive.
Courage and Honor,7-Feb-20,3,1.95,Mixed<br>40% of the 20 user reviews for this game are positive.
Complete the set 4 Games Pack,,29.5,14.04,Mixed<br>58% of the 135 user reviews for games in this bundle are positive.
Lucid Cycle,19-Feb-21,9.5,6.17,Positive<br>85% of the 27 user reviews for this game are positive.
Success Games #2,,23.4,12.1,Mixed<br>62% of the 507 user reviews for games in this bundle are positive.
Dead Bits Collector's Edition,,3,1.5,"Mixed<br>60% of the 3,603 user reviews for games in this bundle are positive."
BURGER MAN,6-May-21,3,1.5, 
Too Angry to Space,8-Aug-16,12,3,Mostly Positive<br>71% of the 46 user reviews for this game are positive.
VITAL,13-Dec-19,3,2.1, 
Mini Words: Polyglot,18-Mar-21,5.5,3.85,Positive<br>96% of the 26 user reviews for this game are positive.
My Sweet Confession,8-May-20,12.5,6.25,Positive<br>90% of the 10 user reviews for this game are positive.
Solitaire Game Halloween 2,16-May-21,12.5,1.5, 
StopTime Drive,18-Jul-17,5.5,1.54, 
Car Mechanic Simulator 2018 - Silver Plus Edition,,77.5,25.04,"Very Positive<br>89% of the 37,050 user reviews for games in this bundle are positive."
Sunny Smiles,25-Apr-18,3,1.5, 
Survival Escape Room,23-Jul-21,12.5,1.5, 
Easy Shooter,19-Jul-20,3,1.95,Mixed<br>60% of the 28 user reviews for this game are positive.
Paradise City VR,15-Dec-18,32,6.4,Negative<br>15% of the 19 user reviews for this game are positive.
Snowballs,9-Nov-20,3,1.95,Very Positive<br>86% of the 93 user reviews for this game are positive.
Gunslingers of the Wasteland vs. The Zombies From Mars,22-Jun-20,12.5,8.12, 
Disgaea 4 Complete+ Digital Art Book,10-Sep-20,12.5,6.25, 
Wordle 3,6-Oct-20,5.5,1.54,Very Positive<br>89% of the 136 user reviews for this game are positive.
Explomania,22-Feb-18,23.5,5.87,Mixed<br>62% of the 16 user reviews for this game are positive.
VR UAV Attack,6-Aug-21,8.5,4.25, 
Hidden Memory Nature - Premium Edition,,6,4.44,Very Positive<br>85% of the 61 user reviews for games in this bundle are positive.
PASHTET,19-Jan-19,2.99,1.52,Positive<br>80% of the 20 user reviews for this game are positive.
Trapped Guys,26-Oct-20,5.5,2.2, 
Blendformer Bundle for gifts,,9,7.12,Mixed<br>52% of the 73 user reviews for games in this bundle are positive.
Really Big Sky,24-Feb-12,12,2.4,Mostly Positive<br>74% of the 205 user reviews for this game are positive.
Find your way,10-Apr-19,30,3,Mixed<br>68% of the 212 user reviews for this game are positive.
I Can't Believe It's Not Gambling 2(K),16-Dec-19,5.5,2.09,Mixed<br>52% of the 34 user reviews for this game are positive.
Necrolepsy,11-Oct-19,12.5,2.5,Positive<br>100% of the 23 user reviews for this game are positive.
Latte Stand Tycoon,26-Jan-19,10.5,1.57,Mixed<br>66% of the 21 user reviews for this game are positive.
A wave of enemies,29-Jun-21,38,3.8, 
Mystery Solitaire The Arkham Spirits,9-Dec-19,12.5,1.5, 
Gamedev simulator,4-Dec-19,5.5,1.54, 
Mysterious Blocks 2,17-Jun-21,10.5,1.57,Positive<br>83% of the 12 user reviews for this game are positive.
Dice Tourney,16-Aug-21,10.5,2.62,Mixed<br>62% of the 16 user reviews for this game are positive.
Martian Potato,16-Jun-20,12.5,3.75, 
VR Another World,11-Jun-21,12.5,6.25, 
task: 312,25-Aug-21,12.5,6.25, 
1001 Jigsaw Home Sweet Home Wedding Ceremony,26-Jan-21,12.5,1.5, 
Holiday Mosaics Christmas Puzzles,9-Jun-20,12.5,1.5, 
Butterfly,21-Feb-19,12.5,1.5,Positive<br>95% of the 20 user reviews for this game are positive.
1406,21-Mar-19,15.5,3.87,Mixed<br>45% of the 61 user reviews for this game are positive.
JQ: Beautiful Japan,23-Aug-18,2.96,1.5,Mostly Positive<br>71% of the 67 user reviews for this game are positive.
Trivia Vault: Video Game Trivia Deluxe,24-Oct-17,59.99,5.99,Mixed<br>58% of the 39 user reviews for this game are positive.
USAGIRI,11-Dec-19,23.5,2.35,Positive<br>87% of the 32 user reviews for this game are positive.
Speeder,28-Jun-21,38,3.8, 
JQ: countries,15-Feb-18,2.96,1.5,Mostly Positive<br>70% of the 68 user reviews for this game are positive.
Throw Me in the River,5-Oct-20,8.5,1.53,Positive<br>87% of the 16 user reviews for this game are positive.
Last Village,16-Aug-21,23.5,14.1,Positive<br>87% of the 16 user reviews for this game are positive.
Slime Killer,17-Aug-21,15.5,1.55, 
Best of Hidden Object,,539.5,146.92,Mostly Positive<br>72% of the 340 user reviews for games in this bundle are positive.
2 in 1 Mermaid Adventures: Frozen Time+The Magic Pearl,,31,15.08,Positive<br>85% of the 28 user reviews for games in this bundle are positive.
Award-Winning Adventures Bundle,,122,74.48,"Very Positive<br>92% of the 1,774 user reviews for games in this bundle are positive."
Knight Solitaire,1-Jan-20,12.5,1.5, 
Nonogram Animal Griddlers,21-Feb-20,8.5,5.95, 
Bloody trains,17-Dec-19,38,3.8, 
Spacecraft speed,13-Oct-21,38,30.4, 
DIG THE GROUND,15-Oct-20,8.5,4.25, 
Fugue in Void,3-Aug-18,15.5,1.55,Mixed<br>60% of the 120 user reviews for this game are positive.
1001 Jigsaw: Earth Chronicles 4,5-Jul-21,12.5,1.5, 
VR Modern Wars: Advance under air raid,31-Jul-21,5.5,2.75, 
Word Escape,21-Jun-21,5.5,4.95, 
Spidded,7-Oct-21,8.5,5.1, 
The Guardian,14-Jun-21,3,2.25,Positive<br>95% of the 20 user reviews for this game are positive.
Magic of Autumn,17-Feb-20,8.5,4.25,Positive<br>100% of the 21 user reviews for this game are positive.
Karma - Chapter 1,17-Mar-21,15.5,4.65, 
Dual Cars,29-Jan-21,5.5,1.54, 
Frosted Wings Studio Bundle,,20,5.06,Mostly Positive<br>74% of the 27 user reviews for games in this bundle are positive.
Star Steel,28-Feb-21,5.5,1.54, 
Series of TSM,,44.5,33.3,Mixed<br>63% of the 274 user reviews for games in this bundle are positive.
Control Over,2-Dec-20,21.5,10.75,Mixed<br>63% of the 30 user reviews for this game are positive.
Two Guys One Cabin,25-Jan-21,3,2.1,Mixed<br>69% of the 36 user reviews for this game are positive.
Paper Train Traffic,4-Mar-16,8.5,4.25,Mostly Positive<br>76% of the 73 user reviews for this game are positive.
EVERY GAME FROM ABYSSAL STUDIOS,,15,11.73,Very Positive<br>94% of the 187 user reviews for games in this bundle are positive.
Trivia Vault: Super Heroes Trivia 2,12-Sep-17,39.99,3.99,Mixed<br>68% of the 41 user reviews for this game are positive.
DooM in the Dark 2,21-Nov-19,19.5,6.82, 
Trivia Vault: Toy Trivia,25-May-18,39.99,3.99,Mostly Positive<br>70% of the 24 user reviews for this game are positive.
Trivia Vault: TV Trivia,3-May-18,39.99,3.99,Mixed<br>65% of the 23 user reviews for this game are positive.
1001 Jigsaw. Ice Age,23-Feb-20,12.5,1.5, 
Marginal act,27-Mar-18,5.5,1.65, 
Chupa Chupa VR - Boy pack,28-Aug-20,3,2.4, 
Zen Chess Series,,18,13.44,Very Positive<br>86% of the 318 user reviews for games in this bundle are positive.
Darkness Maze Cube - Hardcore Puzzle Game,28-Jan-20,8.5,3.4,Positive<br>96% of the 27 user reviews for this game are positive.
Puzzle Light: Rotate,18-Jun-21,3,1.8,Positive<br>100% of the 24 user reviews for this game are positive.
Robot Soccer Challenge,18-Feb-19,32,8,Mixed<br>66% of the 50 user reviews for this game are positive.
HV Bundle,,8.5,6.01, 
Selene's Nightmare,12-Jul-21,5.5,3.68, 
Adam The Storyteller,24-Jun-21,12.5,3.12, 
Jurassic Fantasy,12-Apr-21,8.5,4.25, 
Solitaire Jack Frost Winter Adventures 2,13-May-21,12.5,1.5, 
Santa's Toy Factory Nonograms,7-Aug-20,12.5,1.5, 
Icehelm Bundle,,21,11.62,Very Positive<br>82% of the 90 user reviews for games in this bundle are positive.
Pill Puzzle 2,20-Aug-21,3,2.1,Positive<br>100% of the 15 user reviews for this game are positive.
Barro Racing - Formula,11-Feb-21,3,1.5, 
Seek Girl Ⅴ Bundle,,8.5,8.5,Mixed<br>69% of the 781 user reviews for games in this bundle are positive.
POG,27-Apr-21,5.5,1.54, 
XOMBEE,2-Jun-21,3,1.65, 
Tech Madness,27-Oct-20,10.5,1.57, 
Override 2 Ultraman - Season Pass,22-Dec-20,29,9.57, 
Paradox Soul,9-Feb-18,6.5,1.62,Mixed<br>45% of the 35 user reviews for this game are positive.
Space Force Squadron,21-Oct-20,3,1.5, 
Opala Project Games Bundle,,52.5,33.38,Very Positive<br>94% of the 128 user reviews for games in this bundle are positive.
Cat from the box,16-Jul-21,23.5,7.28, 
Battle Guns Simulator,16-Apr-21,5.5,1.54, 
Izanami,7-Oct-21,5.5,3.3, 
Hidden Memory - Neko's Life,25-Feb-21,3,2.55,Positive<br>91% of the 35 user reviews for this game are positive.
Barro Racing - Old Cars,25-Feb-21,3,1.5, 
Barro Racing - Rally,4-Mar-21,3,1.5, 
Happy Empire - A Bouquet for the Princess: Enhanced Edition,11-Mar-19,8.5,2.55, 
Fimbul Winter VR,3-Jun-21,9.9,1.58, 
Christmas Collection,,107,47.04,Mostly Positive<br>79% of the 92 user reviews for games in this bundle are positive.
Barro Racing - Origins,4-Feb-21,3,1.5, 
World Puzzle,2-Jul-20,8.5,1.53, 
Bonegard,1-Apr-21,10.5,1.57, 
urban fight Primary Edition,,8.5,3,Overwhelmingly Positive<br>96% of the 584 user reviews for games in this bundle are positive.
Russian Subway Dogs - Deluxe Edition,,44.5,17.02,Very Positive<br>97% of the 147 user reviews for games in this bundle are positive.
Made In Poland,,182,68.22,"Very Positive<br>89% of the 25,056 user reviews for games in this bundle are positive."
Barro Racing - GT,18-Feb-21,3,1.5, 
Flatland: Prologue,31-Mar-20,3,1.8, 
RoadPunk,20-Feb-21,3,1.8, 
CENTRALIA,30-Jul-19,17.5,4.37,Negative<br>15% of the 20 user reviews for this game are positive.
Yuzi Lims: anime runner,22-Jan-18,2.96,1.5,Mixed<br>40% of the 37 user reviews for this game are positive.
The path to domination,29-Aug-18,5.5,1.54,Mixed<br>64% of the 14 user reviews for this game are positive.
Cold Cable: Lifeshift,21-Mar-19,3,1.65,Mostly Positive<br>71% of the 14 user reviews for this game are positive.
